Month,Domain,Metric,Region,Provider_Code,Provider_Name,Numerator,Denominator,%_Value,Rank,Rank_Region,Region_Size,Data_Date_Used,Notes_Flags
01/01/2025,Diagnostics,6+ Weeks,North West,RBS,Alder Hey Children's NHS Foundation Trust,15,601,0.025,18,6,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,433,5146,0.084,37,10,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RMC,Bolton NHS Foundation Trust,475,3010,0.158,76,18,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RY2,Bridgewater Community Healthcare NHS Foundation Trust,53,186,0.285,117,24,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,1042,6141,0.17,82,19,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RJN,East Cheshire NHS Trust,181,3166,0.057,28,7,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RXR,East Lancashire Hospitals NHS Trust,1291,13048,0.099,46,13,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RW5,Lancashire & South Cumbria NHS Foundation Trust,96,352,0.273,111,23,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,9756,19387,0.503,145,26,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,236,2753,0.086,40,11,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,REM,Liverpool University Hospitals NHS Foundation Trust,1138,12721,0.089,41,12,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,REP,Liverpool Women's NHS Foundation Trust,321,1050,0.306,122,25,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,R0A,Manchester University NHS Foundation Trust,7325,28783,0.254,106,22,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,815,12762,0.064,31,8,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,503,7166,0.07,33,9,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RM3,Northern Care Alliance NHS Foundation Trust,2485,18880,0.132,58,14,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RWJ,Stockport NHS Foundation Trust,1941,8429,0.23,99,21,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,30,3605,0.008,7,3,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RBV,The Christie NHS Foundation Trust,11,1450,0.008,7,3,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,0,13,0,1,1,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RET,The Walton Centre NHS Foundation Trust,20,1459,0.014,14,5,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,1260,8591,0.147,69,17,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,1015,7712,0.132,58,14,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RY7,Wirral Community Health and Care NHS Foundation Trust,0,250,0,1,1,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,1432,10152,0.141,63,16,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",1578,9214,0.171,83,20,26,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,667,7496,0.089,41,4,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RWX,Berkshire Healthcare NHS Foundation Trust,6,188,0.032,21,2,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RXQ,Buckinghamshire Healthcare NHS Trust,2249,7482,0.301,121,19,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RN7,Dartford and Gravesham NHS Trust,72,5753,0.013,13,1,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RVV,East Kent Hospitals University NHS Foundation Trust,2791,17384,0.161,78,13,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RXC,East Sussex Healthcare NHS Trust,970,9720,0.1,48,6,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RDU,Frimley Health NHS Foundation Trust,2293,15983,0.143,65,9,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,115,3148,0.037,22,3,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RN5,Hampshire Hospitals NHS Foundation Trust,7116,16395,0.434,142,21,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,R1F,Isle of Wight NHS Trust,1325,3892,0.34,127,20,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RYY,Kent Community Health NHS Foundation Trust,108,519,0.208,95,16,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,839,7749,0.108,50,7,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RPA,Medway NHS Foundation Trust,916,5961,0.154,74,11,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RTH,Oxford University Hospitals NHS Foundation Trust,7484,26253,0.285,117,18,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RHU,Portsmouth Hospitals University National Health Service Trust,5809,12325,0.471,144,22,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RPC,Queen Victoria Hospital NHS Foundation Trust,296,1979,0.15,72,10,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RHW,Royal Berkshire NHS Foundation Trust,1050,7854,0.134,60,8,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,2179,9339,0.233,100,17,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RTP,Surrey and Sussex Healthcare NHS Trust,1410,8030,0.176,85,14,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RDR,Sussex Community NHS Foundation Trust,201,2080,0.097,45,5,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RHM,University Hospital Southampton NHS Foundation Trust,1472,9388,0.157,75,12,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South East,RYR,University Hospitals Sussex NHS Foundation Trust,3777,18521,0.204,94,15,22,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RJ8,Cornwall Partnership NHS Foundation Trust,40,76,0.526,148,15,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RBD,Dorset County Hospital NHS Foundation Trust,964,5276,0.183,88,6,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RDY,Dorset Healthcare University NHS Foundation Trust,311,1569,0.198,93,9,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,2184,11864,0.184,89,7,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RN3,Great Western Hospitals NHS Foundation Trust,873,6183,0.141,63,3,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RVJ,North Bristol NHS Trust,93,10555,0.009,9,1,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,REF,Royal Cornwall Hospitals NHS Trust,1077,8581,0.126,55,2,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,6769,17251,0.392,135,13,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,4187,11164,0.375,134,12,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RNZ,Salisbury NHS Foundation Trust,1325,6165,0.215,96,10,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RH5,Somerset NHS Foundation Trust,4011,13541,0.296,120,11,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RA9,Torbay and South Devon NHS Foundation Trust,2992,7475,0.4,137,14,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,2994,15228,0.197,92,8,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,R0D,University Hospitals Dorset NHS Foundation Trust,1912,13197,0.145,67,4,15,01/01/2025,
01/01/2025,Diagnostics,6+ Weeks,South West,RK9,University Hospitals Plymouth NHS Trust,1744,10114,0.172,84,5,15,01/01/2025,
02/01/2025,A&E,4 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,20353,26839,0.758,42,3,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,10627,15452,0.688,86,7,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RWH,East And North Hertfordshire NHS Trust,12153,16810,0.723,70,6,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RDE,East Suffolk And North Essex NHS Foundation Trust,19866,26314,0.755,45,4,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,4961,7675,0.646,112,12,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,21830,31835,0.686,87,8,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,9463,12878,0.735,59,5,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,14690,18193,0.807,15,1,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RGN,North West Anglia NHS Foundation Trust,11886,17907,0.664,103,10,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,7153,10930,0.654,109,11,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",4177,7106,0.588,121,13,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RWG,West Hertfordshire Teaching Hospitals NHS Trust,11966,14990,0.798,18,2,13,02/01/2025,
02/01/2025,A&E,4 hours,East,RGR,West Suffolk NHS Foundation Trust,4953,7381,0.671,99,9,13,02/01/2025,
02/01/2025,A&E,4 hours,London,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",26927,33473,0.804,16,3,18,02/01/2025,
02/01/2025,A&E,4 hours,London,R1H,Barts Health NHS Trust,28489,40669,0.701,78,17,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,17728,23922,0.741,52,12,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RJ6,Croydon Health Services NHS Trust,13185.5,17413.5,0.757,43,10,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RVR,Epsom And St Helier University Hospitals NHS Trust,8642,11777,0.734,62,14,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RJ1,Guy's And St Thomas' NHS Foundation Trust,12231,15958,0.766,38,8,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RQX,Homerton Healthcare NHS Foundation Trust,7979,10056,0.793,20,5,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RYJ,Imperial College Healthcare NHS Trust,21893,27412.28,0.799,17,4,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RJZ,King's College Hospital NHS Foundation Trust,25792.64,32775.12,0.787,24,7,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RAX,Kingston and Richmond NHS Foundation Trust,10754,14067,0.764,39,9,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RJ2,Lewisham And Greenwich NHS Trust,16570.86,24574.38,0.674,97,18,18,02/01/2025,
02/01/2025,A&E,4 hours,London,R1K,London North West University Healthcare NHS Trust,20214,27109,0.746,48,11,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,4942,5007,0.987,1,1,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RAL,Royal Free London NHS Foundation Trust,28226,38525,0.733,63,15,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,9254,11443,0.809,13,2,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,8311,11609,0.716,75,16,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RRV,University College London Hospitals NHS Foundation Trust,12237.75,15504.03,0.789,22,6,18,02/01/2025,
02/01/2025,A&E,4 hours,London,RKE,Whittington Health NHS Trust,7889.25,10669.69,0.739,54,13,18,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RQ3,Birmingham Women's And Children's NHS Foundation Trust,5619.375,6601.375,0.851,7,1,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,12930.4,16441.87,0.786,26,5,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RLT,George Eliot Hospital NHS Trust,5400,7758,0.696,81,12,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,13622,17218,0.791,21,3,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RNS,Northampton General Hospital NHS Trust,7958,11981,0.664,103,16,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,13940,22437,0.621,116,20,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RXK,Sandwell And West Birmingham Hospitals NHS Trust,17619,22626,0.779,31,6,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,10360,15202,0.681,88,13,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RXW,The Shrewsbury And Telford Hospital NHS Trust,8718,14186,0.615,118,21,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RJC,South Warwickshire University NHS Foundation Trust,5095,7543,0.675,95,15,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,10334,13128,0.787,24,4,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,16201,19778,0.819,12,2,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RWD,United Lincolnshire Teaching Hospitals NHS Trust,19085,25890,0.737,56,8,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,32025.625,44612.625,0.718,73,11,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RKB,University Hospitals Coventry And Warwickshire NHS Trust,12251,18003,0.68,89,14,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RTG,University Hospitals Of Derby And Burton NHS Foundation Trust,23442.6,31804.13,0.737,56,8,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RWE,University Hospitals Of Leicester NHS Trust,27979,36478,0.767,36,7,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RJE,University Hospitals Of North Midlands NHS Trust,14159,21858,0.648,111,19,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RBK,Walsall Healthcare NHS Trust,9098,12426,0.732,64,10,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,10761,16264,0.662,107,17,21,02/01/2025,
02/01/2025,A&E,4 hours,Midlands,RLQ,Wye Valley NHS Trust,4276,6490,0.659,108,18,21,02/01/2025,
02/01/2025,A&E,4 hours,North East,RCF,Airedale NHS Foundation Trust,3564,5862,0.608,119,21,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,4322,7895,0.547,122,22,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,10072,12265,0.821,10,4,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RWY,Calderdale And Huddersfield NHS Foundation Trust,11939,16419,0.727,67,12,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RXP,County Durham And Darlington NHS Foundation Trust,17622,22475,0.784,28,5,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,11613,16043,0.724,69,14,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RR7,Gateshead Health NHS Foundation Trust,6184,8407,0.736,58,9,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RCD,Harrogate And District NHS Foundation Trust,4088,5533,0.739,54,8,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,12544,18555,0.676,94,17,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,20512,28094,0.73,65,11,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RXF,Mid Yorkshire Teaching NHS Trust,13475,20339,0.663,106,18,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,6233,10024,0.622,115,20,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RVW,North Tees And Hartlepool NHS Foundation Trust,12634,14777,0.855,6,3,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,11877,16164,0.735,59,10,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,16451,19224,0.856,5,2,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,4270,4645,0.919,2,1,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,12517,17220,0.727,67,12,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,12732,16724,0.761,41,7,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,12379,18210,0.68,89,16,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,14404,18768,0.767,36,6,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RFR,The Rotherham NHS Foundation Trust,5210,8181,0.637,113,19,22,02/01/2025,
02/01/2025,A&E,4 hours,North East,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,12552,18106,0.693,84,15,22,02/01/2025,
02/01/2025,A&E,4 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,9180.533186,10465.14978,0.877,4,2,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,14476,18337,0.789,22,4,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RMC,Bolton NHS Foundation Trust,6792,10660,0.637,113,16,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RJR,Countess Of Chester Hospital NHS Foundation Trust,4034,6519,0.619,117,17,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RJN,East Cheshire NHS Trust,2008,3978,0.505,123,19,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RXR,East Lancashire Hospitals NHS Trust,16525,21470,0.77,34,5,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,9454,13924,0.679,91,11,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,21196.96969,28611.24434,0.741,52,8,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,REP,Liverpool Women's NHS Foundation Trust,1352,1530,0.884,3,1,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,R0A,Manchester University NHS Foundation Trust,27889,40131,0.695,82,9,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,5265,8907,0.591,120,18,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,21761,32066,0.679,91,11,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,22784.99712,28685.10589,0.794,19,3,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RWJ,Stockport NHS Foundation Trust,5684,8183,0.695,82,9,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,7319,10912,0.671,99,14,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,9099,11916,0.764,39,6,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RWW,Warrington And Halton Teaching  Hospitals NHS Foundation Trust,7039.5,10547.5,0.667,101,15,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,11257,15154,0.743,50,7,19,02/01/2025,
02/01/2025,A&E,4 hours,North West,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",7596,11211,0.678,93,13,19,02/01/2025,
02/01/2025,A&E,4 hours,South East,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,10582,13781,0.768,35,8,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,11096,14192,0.782,29,6,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RN7,Dartford And Gravesham NHS Trust,10895,14415,0.756,44,9,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,26818.68553,33160.7741,0.809,13,4,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RXC,East Sussex Healthcare NHS Trust,10209,13739,0.743,50,11,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RDU,Frimley Health NHS Foundation Trust,23415,32466,0.721,71,13,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,8294,12709,0.653,110,17,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,R1F,Isle Of Wight NHS Trust,4083,5769,0.708,76,15,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RWF,Maidstone And Tunbridge Wells NHS Trust,17232.06903,20716.04083,0.832,9,2,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RPA,Medway NHS Foundation Trust,15819.31447,19276.2259,0.821,10,3,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,14084.724,19159.284,0.735,59,12,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,18108,23068,0.785,27,5,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,14080.276,18197.716,0.774,32,7,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,6130,8167,0.751,47,10,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RTP,Surrey And Sussex Healthcare NHS Trust,16018.97902,19200.06264,0.834,8,1,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,14059,19516,0.72,72,14,17,02/01/2025,
02/01/2025,A&E,4 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,22958.95195,32701.89652,0.702,77,16,17,02/01/2025,
02/01/2025,A&E,4 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,5753,7369,0.781,30,1,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,14449,19126,0.755,45,3,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,7887.2,10570,0.746,48,4,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RVJ,North Bristol NHS Trust,6949.2,10289.7,0.675,95,10,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RK9,University Hospitals Plymouth NHS Trust,8537,12856,0.664,103,13,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,12285,15886,0.773,33,2,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,12403,17705,0.701,78,7,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,6556.8,9841,0.666,102,12,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RNZ,Salisbury NHS Foundation Trust,4115,6123,0.672,98,11,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RH5,Somerset NHS Foundation Trust,14183,19417,0.73,65,5,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RA9,Torbay And South Devon NHS Foundation Trust,6021,8744,0.689,85,9,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,11289,16181,0.698,80,8,13,02/01/2025,
02/01/2025,A&E,4 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,15487.8,21592.3,0.717,74,6,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,870,14650,0.059,27,1,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,1350,9885,0.137,80,10,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,1315,8035,0.164,102,12,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,2035,12575,0.162,99,11,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,710,6245,0.114,60,7,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,3045,30320,0.1,46,6,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,540,8055,0.067,31,2,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,730,10790,0.068,32,3,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,1735,13900,0.125,70,9,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,840,9090,0.092,43,4,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1085,6020,0.18,110,13,13,02/01/2025,
02/01/2025,A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,725,7680,0.094,45,5,13,02/01/2025,
