Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Months Covered,Covered Months,Missing Months,Is Complete
Q4 (2024/25),Cancer,62 Days,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,301,371,81.10%,12,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,417,515,80.90%,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,180,222,80.90%,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,445,551,80.70%,15,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RCF,AIREDALE NHS FOUNDATION TRUST,186,233,79.80%,16,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,235,294,79.80%,16,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,422,531,79.50%,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,385,488,79.00%,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,424,541,78.40%,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,605,776,77.90%,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,414,535,77.40%,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,241,311,77.30%,23,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,534,691,77.20%,24,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,447,578,77.20%,24,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,540,700,77.10%,26,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,433,563,76.90%,27,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,427,559,76.30%,28,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",287,377,76.10%,29,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,325,428,75.90%,30,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,863,1150,75.00%,31,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,479,641,74.80%,32,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,209,279,74.70%,33,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,227,305,74.50%,34,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,447,600,74.50%,34,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,416,559,74.30%,36,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,544,733,74.10%,37,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,335,452,74.10%,37,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,175,237,73.80%,39,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RKE,WHITTINGTON HEALTH NHS TRUST,128,174,73.80%,39,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,543,737,73.70%,41,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,328,445,73.70%,41,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,902,1225,73.60%,43,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,463,630,73.50%,44,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",483,661,73.10%,45,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,331,454,72.90%,46,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,519,712,72.90%,46,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,588,808,72.70%,48,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,366,504,72.70%,48,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,338,465,72.70%,48,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,498,686,72.60%,51,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,636,878,72.40%,52,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,402,555,72.40%,52,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,805,1113,72.30%,54,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,221,306,72.10%,55,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,436,606,71.90%,56,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,478,668,71.60%,57,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,280,391,71.50%,58,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,301,422,71.30%,59,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,469,659,71.20%,60,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,294,417,70.50%,61,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RH5,SOMERSET NHS FOUNDATION TRUST,696,990,70.30%,62,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,751,1069,70.20%,63,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,328,468,70.10%,64,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RJN,EAST CHESHIRE NHS TRUST,176,252,70.00%,65,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,889,70.00%,65,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,478,684,69.90%,67,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,327,468,69.80%,68,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,939,1350,69.60%,69,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,277,400,69.20%,70,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RLQ,WYE VALLEY NHS TRUST,211,304,69.20%,70,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,297,431,68.80%,72,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,594,866,68.60%,73,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,R1H,BARTS HEALTH NHS TRUST,484,707,68.40%,74,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,727,1062,68.40%,74,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,768,1129,68.00%,76,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,498,733,67.90%,77,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,287,424,67.60%,78,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,405,599,67.50%,79,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,216,321,67.10%,80,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,555,828,67.00%,81,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,810,1217,66.50%,82,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RPA,MEDWAY NHS FOUNDATION TRUST,250,378,66.10%,83,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,745,1131,65.90%,84,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,673,1023,65.70%,85,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,191,292,65.50%,86,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,303,464,65.30%,87,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,311,478,65.10%,88,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,690,1067,64.60%,89,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,801,1248,64.10%,90,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,637,995,64.00%,91,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,778,1217,63.90%,92,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,217,343,63.40%,93,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South West,RVJ,NORTH BRISTOL NHS TRUST,650,1025,63.40%,93,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,814,1287,63.20%,95,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,1027,1647,62.40%,96,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,535,865,61.80%,97,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,820,1351,60.70%,98,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,440,727,60.50%,99,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,443,740,59.80%,100,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,227,384,59.20%,101,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,193,329,58.50%,102,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,502,865,58.00%,103,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,648,1128,57.40%,104,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,739,1287,57.40%,104,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",189,329,57.40%,104,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,765,1336,57.20%,107,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,93,164,56.70%,108,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,R1F,ISLE OF WIGHT NHS TRUST,126,222,56.70%,108,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,170,308,55.20%,110,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,924,1689,54.70%,111,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,421,775,54.30%,112,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,312,579,53.90%,113,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,188,361,52.10%,114,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,558,1084,51.50%,115,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,425,829,51.30%,116,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,391,766,51.00%,117,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,62 Days,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,560,1339,41.80%,118,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),RTT,18 Weeks,London,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,27542,33136,83.10%,1,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,28668,36021,79.60%,2,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,15524,20571,75.50%,3,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,43432,57721,75.20%,4,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,27786,37092,74.90%,5,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,33978,45859,74.10%,6,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,68554,94680,72.40%,7,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,17436,24309,71.70%,8,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RCF,AIREDALE NHS FOUNDATION TRUST,10061,14083,71.40%,9,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,9482,13362,71.00%,10,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,15104,21376,70.70%,11,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,6006,8539,70.30%,12,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,11968,17033,70.30%,12,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",38887,55548,70.00%,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,23788,34126,69.70%,15,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,47361,67959,69.70%,15,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,3983,5711,69.70%,15,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,19940,28676,69.50%,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,25200,36358,69.30%,19,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,27100,39124,69.30%,19,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,28443,41019,69.30%,19,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,5479,8009,68.40%,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,23418,34222,68.40%,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,16719,24945,67.00%,24,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,8277,12438,66.50%,25,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,33114,50060,66.10%,26,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RVJ,NORTH BRISTOL NHS TRUST,28194,43315,65.10%,27,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,57795,89009,64.90%,28,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,20439,31592,64.70%,29,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,48671,75365,64.60%,30,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,22817,35323,64.60%,30,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,20978,32480,64.60%,30,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,35156,54577,64.40%,33,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,59396,92473,64.20%,34,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,56697,88601,64.00%,35,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,17944,28081,63.90%,36,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,24633,38612,63.80%,37,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,21717,34331,63.30%,38,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,4662,7403,63.00%,39,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,36293,57681,62.90%,40,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,22809,36246,62.90%,40,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RKE,WHITTINGTON HEALTH NHS TRUST,15811,25230,62.70%,42,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,38592,61681,62.60%,43,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,20237,32438,62.40%,44,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,28145,45315,62.10%,45,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,25810,41670,61.90%,46,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RH5,SOMERSET NHS FOUNDATION TRUST,36864,59593,61.90%,46,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,19984,32427,61.60%,48,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,8825,14327,61.60%,48,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,33653,54906,61.30%,50,3,Mar,,Yes
